TimeStamp;2025-07-07 12-02-39;2025-07-07 12-02-57;2025-07-07 12-03-15;2025-07-07 12-03-33;2025-07-07 12-03-52;2025-07-07 12-04-10;2025-07-07 12-04-28;2025-07-07 12-04-46;2025-07-07 12-05-05;2025-07-07 12-05-23;2025-07-07 12-05-41;2025-07-07 12-05-59;2025-07-07 12-06-18;2025-07-07 12-06-36;2025-07-07 12-06-54;2025-07-07 12-07-12;2025-07-07 12-07-31;2025-07-07 12-07-49;2025-07-07 12-08-07;2025-07-07 12-08-25;2025-07-07 12-08-43;2025-07-07 12-09-02;2025-07-07 12-09-20;2025-07-07 12-09-38;2025-07-07 12-09-57;2025-07-07 12-10-15;2025-07-07 12-10-33;2025-07-07 12-10-51;2025-07-07 12-11-10;2025-07-07 12-11-28;2025-07-07 12-11-46;2025-07-07 12-12-04;2025-07-07 12-12-23;2025-07-07 12-12-41;2025-07-07 12-12-59;2025-07-07 12-13-17;2025-07-07 12-13-35;2025-07-07 12-13-53;2025-07-07 12-14-11;2025-07-07 12-14-29;2025-07-07 12-14-48;2025-07-07 12-15-06;2025-07-07 12-15-24;2025-07-07 12-15-42;2025-07-07 12-16-00;2025-07-07 12-16-19;2025-07-07 12-16-37;2025-07-07 12-16-55;2025-07-07 12-17-14;2025-07-07 12-17-32;2025-07-07 12-17-51;2025-07-07 12-18-10;2025-07-07 12-18-28;2025-07-07 12-18-46;2025-07-07 12-19-04;2025-07-07 12-19-22;2025-07-07 12-19-41;2025-07-07 12-19-59;2025-07-07 12-20-17;2025-07-07 12-20-36;2025-07-07 12-20-54;2025-07-07 12-21-12;2025-07-07 12-21-30;2025-07-07 12-21-48
0.010;2.073500;1.851600;2.106500;2.078500;2.051800;2.071800;1.993400;1.953800;2.083500;2.104400;2.078100;2.066400;2.067300;2.061400;2.081500;2.009700;2.046000;1.967600;2.071400;2.098500;2.095200;2.040600;2.099400;1.953800;2.091000;2.092700;1.954600;2.095600;2.085200;2.093100;1.974200;1.899600;2.017600;1.921700;2.056800;2.099400;2.046800;2.131900;2.104400;2.068100;2.106900;2.135300;2.101400;2.053900;2.098600;2.096500;2.091500;2.082700;2.096500;2.059700;2.080200;1.959200;2.058500;2.118600;2.098100;2.097300;2.089800;2.096100;2.070600;2.118100;2.086400;1.990900;1.961300;2.116500
0.020;1.617200;1.851600;1.987600;1.969200;1.944200;2.070600;1.799000;1.607200;2.045600;1.727700;1.515400;1.621300;2.067300;1.605100;1.719400;1.809500;1.593800;1.967600;2.036000;1.980900;2.089800;2.040600;1.859500;1.953800;2.048500;1.723100;1.954600;2.053500;2.085200;1.730200;1.974200;1.899600;1.716000;1.921700;1.603400;2.093500;2.046800;2.088100;1.608000;1.839100;2.102700;2.013400;1.858300;2.053900;2.098600;1.724800;2.048900;1.968000;2.096500;1.606700;2.080200;1.959200;2.058500;2.075200;2.098100;1.860400;1.547100;1.728100;2.031400;1.739800;2.046400;1.990900;1.616800;1.752300
0.030;1.521600;1.505800;1.537900;1.969200;1.539200;1.715200;1.527100;1.495800;1.598000;1.525000;1.515400;1.519100;1.614300;1.605100;1.501600;1.809500;1.505000;1.533300;1.600900;1.525800;1.709400;1.599700;1.508700;1.488700;1.598400;1.723100;1.599600;1.597600;1.532900;1.508700;1.537500;1.551300;1.529200;1.537500;1.520000;1.718100;1.593000;1.625100;1.608000;1.505400;1.728600;1.567600;1.499600;1.604200;1.530000;1.502900;1.602200;1.519600;1.500800;1.513700;1.705600;1.525000;1.603800;1.600500;1.532500;1.502100;1.547100;1.517500;1.593000;1.525400;1.602600;1.524600;1.515000;1.547100
0.040;1.373600;1.435300;1.537900;1.548300;1.466600;1.520400;1.424000;1.363600;1.499600;1.525000;1.464100;1.519100;1.521700;1.353900;1.388200;1.517500;1.351900;1.475800;1.513300;1.525800;1.499600;1.493700;1.438200;1.488700;1.500000;1.513700;1.494500;1.597600;1.532900;1.405700;1.492500;1.463700;1.529200;1.472900;1.374400;1.507500;1.499100;1.538800;1.517900;1.425700;1.512100;1.513700;1.435300;1.498700;1.530000;1.502900;1.498700;1.470400;1.500800;1.366900;1.505000;1.466600;1.497000;1.506600;1.532500;1.447400;1.469500;1.517500;1.493300;1.525400;1.602600;1.474900;1.384000;1.438200
0.050;1.373600;1.368100;1.341400;1.500800;1.466600;1.520400;1.424000;1.363600;1.347700;1.391100;1.337700;1.361900;1.366100;1.353900;1.388200;1.425700;1.351900;1.354400;1.353100;1.343500;1.499600;1.358100;1.438200;1.369400;1.364000;1.396500;1.364400;1.492900;1.486600;1.413200;1.352300;1.373200;1.415700;1.356100;1.374400;1.507500;1.344800;1.538800;1.362700;1.425700;1.512100;1.367700;1.350200;1.361900;1.417000;1.388600;1.498700;1.470400;1.401100;1.366900;1.370700;1.338100;1.358100;1.506600;1.495800;1.361500;1.360600;1.400700;1.345200;1.398200;1.487400;1.350200;1.384000;1.438200
0.060;1.468200;1.368100;1.341400;1.374000;1.360600;1.418600;1.373200;1.443200;1.441200;1.422800;1.487400;1.467000;1.477000;1.447400;1.559200;1.378200;1.556300;1.354400;1.353100;1.343500;1.402400;1.440300;1.544600;1.446200;1.460300;1.425300;1.364400;1.351500;1.343500;1.569600;1.515000;1.373200;1.432000;1.498700;1.573000;1.400700;1.460700;1.495800;1.473300;1.353600;1.401900;1.367700;1.350200;1.361900;1.438600;1.409000;1.442000;1.490000;1.400300;1.580500;1.370700;1.338100;1.449900;1.452800;1.344400;1.559200;1.508700;1.416900;1.457000;1.434100;1.357300;1.505800;1.493700;1.615100
0.070;1.580100;1.554200;1.492500;1.521200;1.493700;1.418600;1.532900;1.557100;1.441200;1.557500;1.487400;1.572100;1.584200;1.569600;1.559200;1.524600;1.556300;1.506600;1.453200;1.503700;1.402400;1.548800;1.544600;1.578800;1.460300;1.425300;1.570400;1.447400;1.513700;1.569600;1.557500;1.562100;1.586300;1.568400;1.573000;1.400700;1.552900;1.495800;1.473300;1.513300;1.401900;1.539600;1.538800;1.560400;1.566300;1.540800;1.442000;1.490000;1.558800;1.580500;1.537500;1.495800;1.557900;1.452800;1.544600;1.559200;1.508700;1.571300;1.457000;1.557500;1.444500;1.505800;1.586700;1.615100
0.080;1.593000;1.554200;1.559200;1.578000;1.552900;1.548300;1.541700;1.566700;1.553400;1.566300;1.582500;1.572100;1.584200;1.568400;1.548400;1.548300;1.566700;1.563400;1.561300;1.552900;1.545400;1.548800;1.557900;1.578800;1.571300;1.574600;1.570400;1.556300;1.513700;1.637200;1.557500;1.562100;1.588800;1.568400;1.588800;1.552900;1.552900;1.596700;1.585900;1.547100;1.562500;1.572500;1.532900;1.560400;1.599200;1.583000;1.564200;1.548400;1.558800;1.599200;1.537500;1.545400;1.557900;1.564600;1.544600;1.550400;1.607200;1.581300;1.541700;1.581300;1.560400;1.554600;1.597600;1.611400
0.090;1.673900;1.618000;1.580000;1.578000;1.591700;1.568400;1.609700;1.630100;1.559600;1.643000;1.582500;1.659300;1.588800;1.568400;1.628800;1.548300;1.650500;1.581300;1.561700;1.598000;1.539200;1.556700;1.621400;1.651400;1.583800;1.574600;1.569200;1.571700;1.600500;1.637200;1.589600;1.593000;1.661400;1.590500;1.674800;1.565000;1.573800;1.601700;1.585900;1.598000;1.565500;1.634700;1.598800;1.568800;1.638000;1.616300;1.568400;1.572500;1.622600;1.599200;1.551300;1.585900;1.578000;1.565400;1.604700;1.628000;1.607200;1.656400;1.574600;1.642600;1.570000;1.595100;1.687700;1.685600
0.100;1.751900;1.686000;1.580000;1.609200;1.655100;1.636000;1.672700;1.697300;1.634700;1.643000;1.662200;1.659300;1.681400;1.707300;1.705200;1.608000;1.695200;1.670600;1.656800;1.598000;1.619700;1.628900;1.690200;1.651400;1.655600;1.638400;1.656000;1.634300;1.600500;1.713500;1.681800;1.655500;1.661400;1.688100;1.715200;1.632200;1.646800;1.684300;1.652200;1.598000;1.631400;1.692700;1.684300;1.645100;1.638000;1.616300;1.656400;1.671000;1.622600;1.727300;1.623000;1.668100;1.643400;1.657200;1.604700;1.693900;1.664300;1.656400;1.635500;1.642600;1.570000;1.656000;1.729400;1.767300
0.110;1.751900;1.675600;1.683900;1.697300;1.655100;1.636000;1.672700;1.697300;1.695600;1.701900;1.692300;1.716000;1.726900;1.707300;1.705200;1.674300;1.695200;1.683100;1.691800;1.686900;1.619700;1.691400;1.690200;1.706000;1.721900;1.705600;1.701900;1.634300;1.689800;1.687200;1.686400;1.708100;1.735600;1.687200;1.715200;1.632200;1.700600;1.684300;1.724400;1.683100;1.631400;1.722700;1.673100;1.707300;1.738100;1.712300;1.656400;1.671000;1.719800;1.727300;1.690200;1.701000;1.715200;1.657200;1.694400;1.680600;1.701400;1.733100;1.635500;1.685600;1.631400;1.696800;1.729400;1.767300
0.120;1.719000;1.675600;1.683900;1.714000;1.696400;1.680600;1.669300;1.658500;1.655100;1.693100;1.668900;1.694800;1.699000;1.662600;1.684300;1.668100;1.711500;1.683100;1.691800;1.686900;1.664700;1.647200;1.676800;1.664700;1.668500;1.683100;1.701900;1.699800;1.691400;1.711400;1.684800;1.708100;1.703100;1.686800;1.724400;1.678100;1.674700;1.707300;1.693100;1.675600;1.673900;1.722700;1.673100;1.707300;1.698100;1.676000;1.668500;1.672200;1.667700;1.696400;1.690200;1.701000;1.665600;1.676800;1.697700;1.693100;1.666000;1.707700;1.653500;1.685600;1.706500;1.667600;1.708500;1.727700
0.130;1.758200;1.737700;1.655100;1.698100;1.669700;1.680600;1.658900;1.697300;1.655100;1.705600;1.668900;1.720600;1.736100;1.713100;1.684300;1.664300;1.711500;1.668100;1.677600;1.673100;1.664700;1.692700;1.676800;1.707700;1.668500;1.683100;1.668100;1.658900;1.699400;1.711400;1.722300;1.720600;1.727300;1.729000;1.724400;1.678100;1.696400;1.707300;1.693100;1.675600;1.673900;1.702700;1.675200;1.721000;1.706000;1.679800;1.668500;1.672200;1.687200;1.726500;1.669300;1.672200;1.710200;1.676800;1.701000;1.693100;1.666000;1.717700;1.653500;1.687300;1.656000;1.722700;1.731900;1.745200
0.140;1.737700;1.737700;1.703900;1.742300;1.703900;1.688500;1.719400;1.681000;1.693100;1.720600;1.671800;1.720600;1.710600;1.687300;1.696400;1.710200;1.694300;1.717300;1.714000;1.716900;1.673100;1.692700;1.717300;1.707700;1.713500;1.720200;1.695600;1.700600;1.699400;1.688100;1.722300;1.720600;1.733600;1.729000;1.713500;1.696000;1.696400;1.728500;1.714400;1.718100;1.699400;1.742300;1.707700;1.721000;1.750300;1.723100;1.736900;1.722700;1.687200;1.718100;1.669300;1.719000;1.710200;1.725600;1.701000;1.708500;1.721000;1.750300;1.689300;1.728600;1.715600;1.722700;1.721900;1.750700
0.150;1.711000;1.693500;1.651800;1.742300;1.673500;1.715200;1.683900;1.655500;1.679300;1.678900;1.671800;1.680200;1.710600;1.687300;1.670600;1.710200;1.673100;1.666800;1.687700;1.675200;1.702700;1.673900;1.667200;1.664700;1.701900;1.720200;1.678500;1.679300;1.701400;1.688100;1.674800;1.675200;1.700600;1.682300;1.684800;1.721500;1.701900;1.724000;1.714400;1.653900;1.721000;1.714800;1.670600;1.677200;1.671800;1.647600;1.690600;1.669300;1.653500;1.718100;1.716500;1.676400;1.693100;1.688500;1.696800;1.685600;1.676400;1.695200;1.681000;1.650500;1.679300;1.674800;1.721900;1.719400
0.160;1.787800;1.714800;1.651800;1.704000;1.661000;1.657200;1.698500;1.731100;1.651800;1.678900;1.677200;1.680200;1.695600;1.737700;1.707300;1.656000;1.742300;1.678100;1.678900;1.675200;1.665600;1.645500;1.683100;1.664700;1.669800;1.663900;1.661400;1.658500;1.701400;1.750200;1.695200;1.674300;1.700600;1.695600;1.750700;1.661800;1.669700;1.703100;1.682200;1.698100;1.684700;1.699400;1.688500;1.681400;1.671800;1.647600;1.690600;1.688900;1.653500;1.758200;1.653900;1.684300;1.679700;1.693900;1.696800;1.694400;1.670600;1.695200;1.657200;1.650500;1.679300;1.667600;1.764000;1.758600
